"Data","Adres IP","U¿ytkownik/Us³uga","Komunikat"
"Mar 30 15:56:18","24.151.103.17","14434"," Connection closed by 24.151.103.17 port 57501 [preauth]"
"Mar 30 15:56:19","24.151.103.17","14436"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:21","24.151.103.17","14436"," Failed password for elastic_user_0 from 24.151.103.17 port 57502 ssh2"
"Mar 30 15:56:21","24.151.103.17","14436"," Connection closed by 24.151.103.17 port 57502 [preauth]"
"Mar 30 15:56:22","24.151.103.17","14438"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:25","24.151.103.17","14438"," Failed password for elastic_user_0 from 24.151.103.17 port 57503 ssh2"
"Mar 30 15:56:25","24.151.103.17","14438"," Connection closed by 24.151.103.17 port 57503 [preauth]"
"Mar 30 15:56:26","24.151.103.17","14440"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:27","24.151.103.17","14440"," Failed password for elastic_user_0 from 24.151.103.17 port 57504 ssh2"
"Mar 30 15:56:28","24.151.103.17","14440"," Connection closed by 24.151.103.17 port 57504 [preauth]"
"Mar 30 15:56:28","85.245.107.41","14442"," Accepted password for elastic_user_7 from 85.245.107.41 port 56010 ssh2"
"Mar 30 15:56:28","85.245.107.41","14505"," Received disconnect from 85.245.107.41 port 56010:11: disconnected by user"
"Mar 30 15:56:28","85.245.107.41","14505"," Disconnected from 85.245.107.41 port 56010"
"Mar 30 15:56:28","24.151.103.17","14444"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:30","24.151.103.17","14444"," Failed password for elastic_user_0 from 24.151.103.17 port 57505 ssh2"
"Mar 30 15:56:30","24.151.103.17","14444"," Connection closed by 24.151.103.17 port 57505 [preauth]"
"Mar 30 15:56:31","24.151.103.17","14514"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:33","24.151.103.17","14514"," Failed password for elastic_user_0 from 24.151.103.17 port 57506 ssh2"
"Mar 30 15:56:33","24.151.103.17","14514"," Connection closed by 24.151.103.17 port 57506 [preauth]"
"Mar 30 15:56:34","24.151.103.17","14516"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:36","24.151.103.17","14516"," Failed password for elastic_user_0 from 24.151.103.17 port 57507 ssh2"
"Mar 30 15:56:36","24.151.103.17","14516"," Connection closed by 24.151.103.17 port 57507 [preauth]"
"Mar 30 15:56:37","24.151.103.17","14518"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:39","24.151.103.17","14518"," Failed password for elastic_user_0 from 24.151.103.17 port 57508 ssh2"
"Mar 30 15:56:39","24.151.103.17","14518"," Connection closed by 24.151.103.17 port 57508 [preauth]"
"Mar 30 15:56:40","24.151.103.17","14520"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:42","24.151.103.17","14520"," Failed password for elastic_user_0 from 24.151.103.17 port 57509 ssh2"
"Mar 30 15:56:42","24.151.103.17","14520"," Connection closed by 24.151.103.17 port 57509 [preauth]"
"Mar 30 15:56:43","24.151.103.17","14522"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:45","24.151.103.17","14522"," Failed password for elastic_user_0 from 24.151.103.17 port 57511 ssh2"
"Mar 30 15:56:45","24.151.103.17","14522"," Connection closed by 24.151.103.17 port 57511 [preauth]"
"Mar 30 15:56:46","24.151.103.17","14524"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:48","24.151.103.17","14524"," Failed password for elastic_user_0 from 24.151.103.17 port 57512 ssh2"
"Mar 30 15:56:48","24.151.103.17","14524"," Connection closed by 24.151.103.17 port 57512 [preauth]"
"Mar 30 15:56:49","24.151.103.17","14526"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:51","24.151.103.17","14526"," Failed password for elastic_user_0 from 24.151.103.17 port 57513 ssh2"
"Mar 30 15:56:51","24.151.103.17","14526"," Connection closed by 24.151.103.17 port 57513 [preauth]"
"Mar 30 15:56:52","24.151.103.17","14528"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:54","24.151.103.17","14528"," Failed password for elastic_user_0 from 24.151.103.17 port 57514 ssh2"
"Mar 30 15:56:54","24.151.103.17","14528"," Connection closed by 24.151.103.17 port 57514 [preauth]"
"Mar 30 15:56:55","24.151.103.17","14530"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:56:57","24.151.103.17","14530"," Failed password for elastic_user_0 from 24.151.103.17 port 57515 ssh2"
"Mar 30 15:56:57","24.151.103.17","14530"," Connection closed by 24.151.103.17 port 57515 [preauth]"
"Mar 30 15:56:58","24.151.103.17","14532"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:01","24.151.103.17","14532"," Failed password for elastic_user_0 from 24.151.103.17 port 57517 ssh2"
"Mar 30 15:57:01","24.151.103.17","14532"," Connection closed by 24.151.103.17 port 57517 [preauth]"
"Mar 30 15:57:02","24.151.103.17","14534"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:04","24.151.103.17","14534"," Failed password for elastic_user_0 from 24.151.103.17 port 57519 ssh2"
"Mar 30 15:57:04","24.151.103.17","14534"," Connection closed by 24.151.103.17 port 57519 [preauth]"
"Mar 30 15:57:05","24.151.103.17","14536"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:07","24.151.103.17","14536"," Failed password for elastic_user_0 from 24.151.103.17 port 57521 ssh2"
"Mar 30 15:57:07","24.151.103.17","14536"," Connection closed by 24.151.103.17 port 57521 [preauth]"
"Mar 30 15:57:08","24.151.103.17","14538"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:10","24.151.103.17","14538"," Failed password for elastic_user_0 from 24.151.103.17 port 57523 ssh2"
"Mar 30 15:57:10","24.151.103.17","14538"," Connection closed by 24.151.103.17 port 57523 [preauth]"
"Mar 30 15:57:11","24.151.103.17","14540"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:12","24.151.103.17","14540"," Failed password for elastic_user_0 from 24.151.103.17 port 57524 ssh2"
"Mar 30 15:57:12","24.151.103.17","14540"," Connection closed by 24.151.103.17 port 57524 [preauth]"
"Mar 30 15:57:13","24.151.103.17","14542"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:15","24.151.103.17","14542"," Failed password for elastic_user_0 from 24.151.103.17 port 57530 ssh2"
"Mar 30 15:57:15","24.151.103.17","14542"," Connection closed by 24.151.103.17 port 57530 [preauth]"
"Mar 30 15:57:16","24.151.103.17","14544"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:18","24.151.103.17","14544"," Failed password for elastic_user_0 from 24.151.103.17 port 57532 ssh2"
"Mar 30 15:57:18","24.151.103.17","14544"," Connection closed by 24.151.103.17 port 57532 [preauth]"
"Mar 30 15:57:19","24.151.103.17","14546"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:21","24.151.103.17","14546"," Failed password for elastic_user_0 from 24.151.103.17 port 57533 ssh2"
"Mar 30 15:57:21","24.151.103.17","14546"," Connection closed by 24.151.103.17 port 57533 [preauth]"
"Mar 30 15:57:22","24.151.103.17","14548"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:25","24.151.103.17","14548"," Failed password for elastic_user_0 from 24.151.103.17 port 57535 ssh2"
"Mar 30 15:57:25","24.151.103.17","14548"," Connection closed by 24.151.103.17 port 57535 [preauth]"
"Mar 30 15:57:25","24.151.103.17","14550"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:27","24.151.103.17","14550"," Failed password for elastic_user_0 from 24.151.103.17 port 57536 ssh2"
"Mar 30 15:57:27","24.151.103.17","14550"," Connection closed by 24.151.103.17 port 57536 [preauth]"
"Mar 30 15:57:28","24.151.103.17","14552"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:31","24.151.103.17","14552"," Failed password for elastic_user_0 from 24.151.103.17 port 57537 ssh2"
"Mar 30 15:57:31","24.151.103.17","14552"," Connection closed by 24.151.103.17 port 57537 [preauth]"
"Mar 30 15:57:32","24.151.103.17","14554"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:34","24.151.103.17","14554"," Failed password for elastic_user_0 from 24.151.103.17 port 57538 ssh2"
"Mar 30 15:57:34","24.151.103.17","14554"," Connection closed by 24.151.103.17 port 57538 [preauth]"
"Mar 30 15:57:35","24.151.103.17","14556"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:36","24.151.103.17","14556"," Failed password for elastic_user_0 from 24.151.103.17 port 57540 ssh2"
"Mar 30 15:57:36","24.151.103.17","14556"," Connection closed by 24.151.103.17 port 57540 [preauth]"
"Mar 30 15:57:37","24.151.103.17","14558"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:39","24.151.103.17","14558"," Failed password for elastic_user_0 from 24.151.103.17 port 57541 ssh2"
"Mar 30 15:57:39","24.151.103.17","14558"," Connection closed by 24.151.103.17 port 57541 [preauth]"
"Mar 30 15:57:40","24.151.103.17","14560"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:43","24.151.103.17","14560"," Failed password for elastic_user_0 from 24.151.103.17 port 57543 ssh2"
"Mar 30 15:57:43","24.151.103.17","14560"," Connection closed by 24.151.103.17 port 57543 [preauth]"
"Mar 30 15:57:44","24.151.103.17","14562"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:45","24.151.103.17","14562"," Failed password for elastic_user_0 from 24.151.103.17 port 57547 ssh2"
"Mar 30 15:57:46","24.151.103.17","14562"," Connection closed by 24.151.103.17 port 57547 [preauth]"
"Mar 30 15:57:46","24.151.103.17","14564"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:48","24.151.103.17","14564"," Failed password for elastic_user_0 from 24.151.103.17 port 57548 ssh2"
"Mar 30 15:57:49","24.151.103.17","14564"," Connection closed by 24.151.103.17 port 57548 [preauth]"
"Mar 30 15:57:49","24.151.103.17","14566"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:51","24.151.103.17","14566"," Failed password for elastic_user_0 from 24.151.103.17 port 57549 ssh2"
"Mar 30 15:57:51","24.151.103.17","14566"," Connection closed by 24.151.103.17 port 57549 [preauth]"
"Mar 30 15:57:52","24.151.103.17","14568"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:55","24.151.103.17","14568"," Failed password for elastic_user_0 from 24.151.103.17 port 57550 ssh2"
"Mar 30 15:57:55","24.151.103.17","14568"," Connection closed by 24.151.103.17 port 57550 [preauth]"
"Mar 30 15:57:56","24.151.103.17","14570"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:57:58","24.151.103.17","14570"," Failed password for elastic_user_0 from 24.151.103.17 port 57553 ssh2"
"Mar 30 15:57:58","24.151.103.17","14570"," Connection closed by 24.151.103.17 port 57553 [preauth]"
"Mar 30 15:57:59","24.151.103.17","14572"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:00","24.151.103.17","14572"," Failed password for elastic_user_0 from 24.151.103.17 port 57556 ssh2"
"Mar 30 15:58:00","24.151.103.17","14572"," Connection closed by 24.151.103.17 port 57556 [preauth]"
"Mar 30 15:58:01","24.151.103.17","14574"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:03","24.151.103.17","14574"," Failed password for elastic_user_0 from 24.151.103.17 port 57557 ssh2"
"Mar 30 15:58:03","24.151.103.17","14574"," Connection closed by 24.151.103.17 port 57557 [preauth]"
"Mar 30 15:58:04","24.151.103.17","14576"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:07","24.151.103.17","14576"," Failed password for elastic_user_0 from 24.151.103.17 port 57559 ssh2"
"Mar 30 15:58:07","24.151.103.17","14576"," Connection closed by 24.151.103.17 port 57559 [preauth]"
"Mar 30 15:58:08","24.151.103.17","14578"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:10","24.151.103.17","14578"," Failed password for elastic_user_0 from 24.151.103.17 port 57568 ssh2"
"Mar 30 15:58:10","24.151.103.17","14578"," Connection closed by 24.151.103.17 port 57568 [preauth]"
"Mar 30 15:58:11","24.151.103.17","14580"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:13","24.151.103.17","14580"," Failed password for elastic_user_0 from 24.151.103.17 port 57569 ssh2"
"Mar 30 15:58:13","24.151.103.17","14580"," Connection closed by 24.151.103.17 port 57569 [preauth]"
"Mar 30 15:58:14","24.151.103.17","14582"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:15","24.151.103.17","14582"," Failed password for elastic_user_0 from 24.151.103.17 port 57572 ssh2"
"Mar 30 15:58:15","24.151.103.17","14582"," Connection closed by 24.151.103.17 port 57572 [preauth]"
"Mar 30 15:58:16","24.151.103.17","14584"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:19","24.151.103.17","14584"," Failed password for elastic_user_0 from 24.151.103.17 port 57576 ssh2"
"Mar 30 15:58:19","24.151.103.17","14584"," Connection closed by 24.151.103.17 port 57576 [preauth]"
"Mar 30 15:58:20","24.151.103.17","14586"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:22","24.151.103.17","14586"," Failed password for elastic_user_0 from 24.151.103.17 port 57577 ssh2"
"Mar 30 15:58:22","24.151.103.17","14586"," Connection closed by 24.151.103.17 port 57577 [preauth]"
"Mar 30 15:58:23","24.151.103.17","14588"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:24","24.151.103.17","14588"," Failed password for elastic_user_0 from 24.151.103.17 port 57578 ssh2"
"Mar 30 15:58:25","24.151.103.17","14588"," Connection closed by 24.151.103.17 port 57578 [preauth]"
"Mar 30 15:58:25","24.151.103.17","14590"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:27","24.151.103.17","14590"," Failed password for elastic_user_0 from 24.151.103.17 port 57580 ssh2"
"Mar 30 15:58:27","24.151.103.17","14590"," Connection closed by 24.151.103.17 port 57580 [preauth]"
"Mar 30 15:58:28","24.151.103.17","14592"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:30","24.151.103.17","14592"," Failed password for elastic_user_0 from 24.151.103.17 port 57581 ssh2"
"Mar 30 15:58:30","24.151.103.17","14592"," Connection closed by 24.151.103.17 port 57581 [preauth]"
"Mar 30 15:58:31","24.151.103.17","14594"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:33","24.151.103.17","14594"," Failed password for elastic_user_0 from 24.151.103.17 port 57582 ssh2"
"Mar 30 15:58:33","24.151.103.17","14594"," Connection closed by 24.151.103.17 port 57582 [preauth]"
"Mar 30 15:58:34","24.151.103.17","14596"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:36","24.151.103.17","14596"," Failed password for elastic_user_0 from 24.151.103.17 port 57583 ssh2"
"Mar 30 15:58:36","24.151.103.17","14596"," Connection closed by 24.151.103.17 port 57583 [preauth]"
"Mar 30 15:58:37","24.151.103.17","14598"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:39","24.151.103.17","14598"," Failed password for elastic_user_0 from 24.151.103.17 port 57585 ssh2"
"Mar 30 15:58:39","24.151.103.17","14598"," Connection closed by 24.151.103.17 port 57585 [preauth]"
"Mar 30 15:58:40","24.151.103.17","14600"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:42","24.151.103.17","14600"," Failed password for elastic_user_0 from 24.151.103.17 port 57588 ssh2"
"Mar 30 15:58:42","24.151.103.17","14600"," Connection closed by 24.151.103.17 port 57588 [preauth]"
"Mar 30 15:58:43","24.151.103.17","14602"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:44","24.151.103.17","14602"," Failed password for elastic_user_0 from 24.151.103.17 port 57589 ssh2"
"Mar 30 15:58:45","24.151.103.17","14602"," Connection closed by 24.151.103.17 port 57589 [preauth]"
"Mar 30 15:58:45","24.151.103.17","14604"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:47","24.151.103.17","14604"," Failed password for elastic_user_0 from 24.151.103.17 port 57590 ssh2"
"Mar 30 15:58:47","24.151.103.17","14604"," Connection closed by 24.151.103.17 port 57590 [preauth]"
"Mar 30 15:58:48","24.151.103.17","14606"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:50","24.151.103.17","14606"," Failed password for elastic_user_0 from 24.151.103.17 port 57592 ssh2"
"Mar 30 15:58:50","24.151.103.17","14606"," Connection closed by 24.151.103.17 port 57592 [preauth]"
"Mar 30 15:58:51","24.151.103.17","14608"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:53","24.151.103.17","14608"," Failed password for elastic_user_0 from 24.151.103.17 port 57593 ssh2"
"Mar 30 15:58:53","24.151.103.17","14608"," Connection closed by 24.151.103.17 port 57593 [preauth]"
"Mar 30 15:58:54","24.151.103.17","14610"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:55","24.151.103.17","14610"," Failed password for elastic_user_0 from 24.151.103.17 port 57595 ssh2"
"Mar 30 15:58:56","24.151.103.17","14610"," Connection closed by 24.151.103.17 port 57595 [preauth]"
"Mar 30 15:58:56","24.151.103.17","14612"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:58:58","24.151.103.17","14612"," Failed password for elastic_user_0 from 24.151.103.17 port 57597 ssh2"
"Mar 30 15:58:58","24.151.103.17","14612"," Connection closed by 24.151.103.17 port 57597 [preauth]"
"Mar 30 15:58:59","24.151.103.17","14614"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:00","24.151.103.17","14614"," Failed password for elastic_user_0 from 24.151.103.17 port 57598 ssh2"
"Mar 30 15:59:01","24.151.103.17","14614"," Connection closed by 24.151.103.17 port 57598 [preauth]"
"Mar 30 15:59:01","24.151.103.17","14616"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:03","24.151.103.17","14616"," Failed password for elastic_user_0 from 24.151.103.17 port 57600 ssh2"
"Mar 30 15:59:03","24.151.103.17","14616"," Connection closed by 24.151.103.17 port 57600 [preauth]"
"Mar 30 15:59:04","24.151.103.17","14618"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:06","24.151.103.17","14618"," Failed password for elastic_user_0 from 24.151.103.17 port 57601 ssh2"
"Mar 30 15:59:06","24.151.103.17","14618"," Connection closed by 24.151.103.17 port 57601 [preauth]"
"Mar 30 15:59:07","24.151.103.17","14620"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:09","24.151.103.17","14620"," Failed password for elastic_user_0 from 24.151.103.17 port 57605 ssh2"
"Mar 30 15:59:09","24.151.103.17","14620"," Connection closed by 24.151.103.17 port 57605 [preauth]"
"Mar 30 15:59:10","24.151.103.17","14622"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:12","24.151.103.17","14622"," Failed password for elastic_user_0 from 24.151.103.17 port 57607 ssh2"
"Mar 30 15:59:12","24.151.103.17","14622"," Connection closed by 24.151.103.17 port 57607 [preauth]"
"Mar 30 15:59:13","24.151.103.17","14624"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:15","24.151.103.17","14624"," Failed password for elastic_user_0 from 24.151.103.17 port 57608 ssh2"
"Mar 30 15:59:15","24.151.103.17","14624"," Connection closed by 24.151.103.17 port 57608 [preauth]"
"Mar 30 15:59:16","24.151.103.17","14626"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:18","24.151.103.17","14626"," Failed password for elastic_user_0 from 24.151.103.17 port 57609 ssh2"
"Mar 30 15:59:18","24.151.103.17","14626"," Connection closed by 24.151.103.17 port 57609 [preauth]"
"Mar 30 15:59:19","24.151.103.17","14628"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:20","24.151.103.17","14628"," Failed password for elastic_user_0 from 24.151.103.17 port 57610 ssh2"
"Mar 30 15:59:20","24.151.103.17","14628"," Connection closed by 24.151.103.17 port 57610 [preauth]"
"Mar 30 15:59:21","24.151.103.17","14630"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:23","24.151.103.17","14630"," Failed password for elastic_user_0 from 24.151.103.17 port 57611 ssh2"
"Mar 30 15:59:24","24.151.103.17","14630"," Connection closed by 24.151.103.17 port 57611 [preauth]"
"Mar 30 15:59:24","24.151.103.17","14632"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:27","24.151.103.17","14632"," Failed password for elastic_user_0 from 24.151.103.17 port 57612 ssh2"
"Mar 30 15:59:27","24.151.103.17","14632"," Connection closed by 24.151.103.17 port 57612 [preauth]"
"Mar 30 15:59:28","24.151.103.17","14634"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:30","24.151.103.17","14634"," Failed password for elastic_user_0 from 24.151.103.17 port 57613 ssh2"
"Mar 30 15:59:30","24.151.103.17","14634"," Connection closed by 24.151.103.17 port 57613 [preauth]"
"Mar 30 15:59:31","24.151.103.17","14636"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:32","24.151.103.17","14636"," Failed password for elastic_user_0 from 24.151.103.17 port 57614 ssh2"
"Mar 30 15:59:33","24.151.103.17","14636"," Connection closed by 24.151.103.17 port 57614 [preauth]"
"Mar 30 15:59:33","24.151.103.17","14638"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:35","24.151.103.17","14638"," Failed password for elastic_user_0 from 24.151.103.17 port 57616 ssh2"
"Mar 30 15:59:36","24.151.103.17","14638"," Connection closed by 24.151.103.17 port 57616 [preauth]"
"Mar 30 15:59:36","24.151.103.17","14640"," pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=24.151.103.17  user=elastic_user_0"
"Mar 30 15:59:39","24.151.103.17","14640"," Failed password for elastic_user_0 from 24.151.103.17 port 57617 ssh2"
"Mar 30 15:59:39","24.151.103.17","14640"," Connection closed by 24.151.103.17 port 57617 [preauth]"
